,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
117490,PER,South America,Peru,2021-04-18,1697626.0,0.0,7133.143,157243.0,433.0,765.143,50888.962,0.0,213.827,4713.602,12.98,22.936,1.02,,,,,,,,,,10435441.0,312.818,,61944.0,1.857,0.132,7.6,tests performed,1442932.0,825190.0,617735.0,7.0,31107.0,28552.0,4.33,2.47,1.85,0.0,856.0,12088.0,0.036,80.56,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,170907.5,104.48,258.37,5123.216339
117491,PER,South America,Peru,2021-04-19,1707787.0,10161.0,7781.0,158364.0,1121.0,796.429,51193.554,304.592,233.247,4747.206,33.604,23.874,1.02,,,,,,,,,,10461475.0,313.599,,62144.0,1.863,0.125,8.0,tests performed,1453914.0,832154.0,621753.0,7.0,10982.0,28100.0,4.36,2.49,1.86,0.0,842.0,12954.0,0.039,78.7,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117492,PER,South America,Peru,2021-04-20,1719088.0,11301.0,8483.0,158889.0,525.0,764.429,51532.319,338.765,254.291,4762.943,15.738,22.915,1.02,,,,,,,,,,10524419.0,315.486,,62631.0,1.877,0.135,7.4,tests performed,1470331.0,843423.0,626901.0,7.0,16417.0,27302.0,4.41,2.53,1.88,0.0,818.0,14295.0,0.043,78.7,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117493,PER,South America,Peru,2021-04-21,1719088.0,0.0,7335.857,159730.0,841.0,757.286,51532.319,0.0,219.904,4788.154,25.21,22.701,1.01,,,,,,,,,,10582462.0,317.226,,60517.0,1.814,0.139,7.2,tests performed,1490405.0,853252.0,637146.0,7.0,20074.0,26825.0,4.47,2.56,1.91,0.0,804.0,15310.0,0.046,78.7,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117494,PER,South America,Peru,2021-04-22,1734606.0,15518.0,9552.714,160521.0,791.0,805.143,51997.495,465.176,286.357,4811.865,23.711,24.135,1.01,,,,,,,,,,10650847.0,319.276,,60636.0,1.818,0.126,7.9,tests performed,1501147.0,861472.0,639668.0,7.0,10742.0,25018.0,4.5,2.58,1.92,0.0,750.0,16221.0,0.049,78.7,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117495,PER,South America,Peru,2021-04-23,1745655.0,11049.0,9227.429,161755.0,1234.0,874.0,52328.705,331.211,276.606,4848.856,36.991,26.2,1.01,,,,,,,,,,10723364.0,321.449,,61115.0,1.832,0.132,7.6,tests performed,1530144.0,887878.0,642259.0,7.0,28997.0,23223.0,4.59,2.66,1.93,0.0,696.0,17180.0,0.051,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117496,PER,South America,Peru,2021-04-24,1754150.0,8495.0,8074.857,162170.0,415.0,765.714,52583.356,254.651,242.056,4861.296,12.44,22.953,1.0,,,,,,,,,,10798298.0,323.696,,60569.0,1.816,0.133,7.5,tests performed,1560291.0,915560.0,644724.0,7.0,30147.0,21209.0,4.68,2.74,1.93,0.0,636.0,16901.0,0.051,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117497,PER,South America,Peru,2021-04-25,1761575.0,7425.0,9135.571,163206.0,1036.0,851.857,52805.932,222.576,273.853,4892.352,31.056,25.536,1.0,,,,,,,,,,10862019.0,325.606,,60940.0,1.827,0.133,7.5,tests performed,1575975.0,931118.0,644850.0,7.0,15684.0,19006.0,4.72,2.79,1.93,0.0,570.0,15133.0,0.045,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,176726.1,106.45,239.11,5297.637863
117498,PER,South America,Peru,2021-04-26,1768186.0,6611.0,8628.429,163970.0,764.0,800.857,53004.107,198.175,258.65,4915.254,22.902,24.007,1.0,,,,,,,,,,10899191.0,326.72,,62531.0,1.874,0.138,7.2,tests performed,1595849.0,946483.0,649359.0,7.0,19874.0,20276.0,4.78,2.84,1.95,0.0,608.0,16333.0,0.049,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117499,PER,South America,Peru,2021-04-27,1768186.0,0.0,7014.0,164433.0,463.0,792.0,53004.107,0.0,210.255,4929.133,13.879,23.741,0.99,,,,,,,,,,10964758.0,328.686,,62906.0,1.886,0.127,7.9,tests performed,1626387.0,966192.0,660186.0,9.0,30538.0,22294.0,4.88,2.9,1.98,0.0,668.0,17538.0,0.053,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117500,PER,South America,Peru,2021-04-28,1783339.0,15153.0,9178.714,165485.0,1052.0,822.143,53458.342,454.235,275.146,4960.669,31.535,24.645,0.99,,,,,,,,,,11037602.0,330.869,,65020.0,1.949,0.124,8.1,tests performed,1677756.0,1005719.0,672027.0,10.0,51369.0,26764.0,5.03,3.01,2.01,0.0,802.0,21781.0,0.065,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117501,PER,South America,Peru,2021-04-29,1783339.0,0.0,6961.857,166236.0,751.0,816.429,53458.342,0.0,208.692,4983.181,22.512,24.474,0.99,,,,,,,,,,11096385.0,332.631,,63648.0,1.908,0.129,7.8,tests performed,1735385.0,1050457.0,684916.0,12.0,57629.0,33463.0,5.2,3.15,2.05,0.0,1003.0,26998.0,0.081,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117502,PER,South America,Peru,2021-04-30,1799445.0,16106.0,7684.286,166701.0,465.0,706.571,53941.144,482.802,230.348,4997.12,13.939,21.181,0.99,,,,,,,,,,11169530.0,334.824,,63738.0,1.911,0.121,8.3,tests performed,1834935.0,1131730.0,703193.0,12.0,99550.0,43542.0,5.5,3.39,2.11,0.0,1305.0,34836.0,0.104,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117503,PER,South America,Peru,2021-05-01,1799445.0,0.0,6470.714,167398.0,697.0,746.857,53941.144,0.0,193.97,5018.014,20.894,22.388,0.98,,,,,,,,,,11225924.0,336.514,,61089.0,1.831,0.119,8.4,tests performed,1901070.0,1194868.0,706190.0,12.0,66135.0,48683.0,5.7,3.58,2.12,0.0,1459.0,39901.0,0.12,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117504,PER,South America,Peru,2021-05-02,1810998.0,11553.0,7060.429,168120.0,722.0,702.0,54287.463,346.319,211.647,5039.657,21.643,21.044,0.98,,,,,,,,,,11269734.0,337.828,,58245.0,1.746,0.121,8.3,tests performed,1950089.0,1242810.0,707267.0,12.0,49019.0,53445.0,5.85,3.73,2.12,0.0,1602.0,44527.0,0.133,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,182069.1,108.13,226.69,5457.802542
117505,PER,South America,Peru,2021-05-03,1814127.0,3129.0,6563.0,169073.0,953.0,729.0,54381.259,93.797,196.736,5068.224,28.568,21.853,0.98,,,,,,,,,,11293108.0,338.528,,56274.0,1.687,0.117,8.5,tests performed,2014397.0,1302075.0,712310.0,12.0,64308.0,59793.0,6.04,3.9,2.14,0.0,1792.0,50799.0,0.152,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117506,PER,South America,Peru,2021-05-04,1818689.0,4562.0,7214.714,169534.0,461.0,728.714,54518.012,136.753,216.272,5082.044,13.819,21.844,0.98,,,,,,,,,,11348411.0,340.186,,54808.0,1.643,0.114,8.8,tests performed,2038793.0,1324958.0,713823.0,12.0,24396.0,58915.0,6.11,3.97,2.14,0.0,1766.0,51252.0,0.154,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117507,PER,South America,Peru,2021-05-05,1818689.0,0.0,5050.0,170200.0,666.0,673.571,54518.012,0.0,151.382,5102.008,19.964,20.191,0.98,,,,,,,,,,11411358.0,342.073,,53394.0,1.601,0.11,9.1,tests performed,2063830.0,1345433.0,718385.0,12.0,25037.0,55153.0,6.19,4.03,2.15,0.0,1653.0,48531.0,0.145,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117508,PER,South America,Peru,2021-05-06,1824457.0,5768.0,5874.0,170905.0,705.0,667.0,54690.917,172.905,176.082,5123.141,21.133,19.994,0.98,,,,,,,,,,11483598.0,344.239,,55316.0,1.658,0.105,9.5,tests performed,2105132.0,1384672.0,720447.0,13.0,41302.0,52821.0,6.31,4.15,2.16,0.0,1583.0,47745.0,0.143,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117509,PER,South America,Peru,2021-05-07,1824457.0,0.0,3573.143,171563.0,658.0,694.571,54690.917,0.0,107.11,5142.866,19.725,20.821,0.98,,,,,,,,,,11555688.0,346.4,,55165.0,1.654,0.104,9.6,tests performed,2153475.0,1418189.0,735272.0,14.0,48343.0,45506.0,6.46,4.25,2.2,0.0,1364.0,40923.0,0.123,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117510,PER,South America,Peru,2021-05-08,1845056.0,20599.0,6515.857,172525.0,962.0,732.429,55308.404,617.487,195.323,5171.703,28.837,21.956,0.99,,,,,,,,,,11624047.0,348.449,,56875.0,1.705,0.101,9.9,tests performed,2237336.0,1479308.0,758014.0,14.0,83861.0,48038.0,6.71,4.43,2.27,0.0,1440.0,40634.0,0.122,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117511,PER,South America,Peru,2021-05-09,1850290.0,5234.0,5613.143,173103.0,578.0,711.857,55465.301,156.897,168.263,5189.03,17.326,21.339,0.98,,,,,,,,,,11682182.0,350.191,,58921.0,1.766,0.095,10.5,tests performed,2296041.0,1512562.0,783465.0,14.0,58705.0,49422.0,6.88,4.53,2.35,0.0,1482.0,38536.0,0.116,83.33,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,186804.1,109.36,193.98,5599.741482
117512,PER,South America,Peru,2021-05-10,1850290.0,0.0,5166.143,173446.0,343.0,624.714,55465.301,0.0,154.863,5199.312,10.282,18.727,0.98,,,,,,,,,,11705258.0,350.883,,58879.0,1.765,0.095,10.5,tests performed,2352576.0,1560065.0,792497.0,14.0,56535.0,48311.0,7.05,4.68,2.38,0.0,1448.0,36856.0,0.11,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117513,PER,South America,Peru,2021-05-11,1853370.0,3080.0,4954.429,174328.0,882.0,684.857,55557.629,92.328,148.517,5225.751,26.439,20.53,0.98,,,,,,,,,,11761084.0,352.557,,58953.0,1.767,0.096,10.4,tests performed,2407930.0,1602854.0,805062.0,14.0,55354.0,52734.0,7.22,4.8,2.41,0.0,1581.0,39699.0,0.119,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117514,PER,South America,Peru,2021-05-12,1865639.0,12269.0,6707.143,174855.0,527.0,665.0,55925.411,367.782,201.057,5241.549,15.798,19.934,0.98,,,,,,,,,,11832582.0,354.7,,60175.0,1.804,0.098,10.2,tests performed,2476961.0,1660496.0,816451.0,14.0,69031.0,59019.0,7.43,4.98,2.45,0.0,1769.0,45009.0,0.135,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117515,PER,South America,Peru,2021-05-13,1865639.0,0.0,5883.143,175444.0,589.0,648.429,55925.411,0.0,176.356,5259.205,17.656,19.438,0.98,,,,,,,,,,11901521.0,356.766,,59703.0,1.79,0.097,10.3,tests performed,2558825.0,1733928.0,824882.0,15.0,81864.0,64813.0,7.67,5.2,2.47,0.0,1943.0,49894.0,0.15,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117516,PER,South America,Peru,2021-05-14,1879049.0,13410.0,7798.857,176094.0,650.0,647.286,56327.397,401.985,233.783,5278.69,19.485,19.403,0.98,,,,,,,,,,11972376.0,358.89,,59527.0,1.784,0.095,10.5,tests performed,2667768.0,1821927.0,845826.0,15.0,108943.0,73470.0,8.0,5.46,2.54,0.0,2202.0,57677.0,0.173,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117517,PER,South America,Peru,2021-05-15,1879049.0,0.0,4856.143,176632.0,538.0,586.714,56327.397,0.0,145.57,5294.817,16.127,17.588,0.97,,,,,,,,,,12034432.0,360.751,,58626.0,1.757,0.096,10.4,tests performed,2742765.0,1874918.0,867832.0,15.0,74997.0,72204.0,8.22,5.62,2.6,0.0,2164.0,56516.0,0.169,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117518,PER,South America,Peru,2021-05-16,1889052.0,10003.0,5537.429,177196.0,564.0,584.714,56627.252,299.855,165.993,5311.724,16.907,17.528,0.97,,,,,,,,,,12091820.0,362.471,,58520.0,1.754,0.095,10.5,tests performed,2780941.0,1898556.0,882370.0,15.0,38176.0,69271.0,8.34,5.69,2.65,0.0,2077.0,55142.0,0.165,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,190972.7,110.27,176.01,5724.701707
117519,PER,South America,Peru,2021-05-17,1889052.0,0.0,5537.429,177751.0,555.0,615.0,56627.252,0.0,165.993,5328.361,16.637,18.436,0.97,,,,,,,,,,12118928.0,363.284,,59096.0,1.771,0.097,10.3,tests performed,2840403.0,1949698.0,890690.0,15.0,59462.0,69690.0,8.51,5.84,2.67,0.0,2089.0,55662.0,0.167,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117520,PER,South America,Peru,2021-05-18,1893334.0,4282.0,5709.143,177944.0,193.0,516.571,56755.612,128.36,171.14,5334.146,5.785,15.485,0.97,,,,,,,,,,12173032.0,364.905,,58850.0,1.764,0.096,10.4,tests performed,2909854.0,2009248.0,900591.0,15.0,69451.0,71703.0,8.72,6.02,2.7,0.0,2149.0,58056.0,0.174,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117521,PER,South America,Peru,2021-05-19,1903615.0,10281.0,5425.143,178716.0,772.0,551.571,57063.8,308.189,162.627,5357.288,23.142,16.534,0.97,,,,,,,,,,12240660.0,366.933,,58297.0,1.748,0.093,10.8,tests performed,2990587.0,2069614.0,920958.0,15.0,80733.0,73375.0,8.96,6.2,2.76,0.0,2200.0,58445.0,0.175,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117522,PER,South America,Peru,2021-05-20,1903615.0,0.0,5425.143,178984.0,268.0,505.714,57063.8,0.0,162.627,5365.322,8.034,15.16,0.96,,,,,,,,,,12306614.0,368.91,,57870.0,1.735,0.091,11.0,tests performed,3077340.0,2139936.0,937389.0,15.0,86753.0,74074.0,9.22,6.41,2.81,0.0,2220.0,58001.0,0.174,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117523,PER,South America,Peru,2021-05-21,1910360.0,6745.0,4473.0,179427.0,443.0,476.143,57265.992,202.192,134.085,5378.602,13.28,14.273,0.96,,,,,,,,,,12370803.0,370.834,,56918.0,1.706,0.092,10.9,tests performed,3240168.0,2249082.0,991070.0,16.0,162828.0,81771.0,9.71,6.74,2.97,0.0,2451.0,61022.0,0.183,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117524,PER,South America,Peru,2021-05-22,1920851.0,10491.0,5971.714,180159.0,732.0,503.857,57580.476,314.484,179.011,5400.544,21.943,15.104,0.96,,,,,,,,,,12432321.0,372.678,,56841.0,1.704,0.091,11.0,tests performed,3371876.0,2328494.0,1043366.0,16.0,131708.0,89873.0,10.11,6.98,3.13,0.0,2694.0,64797.0,0.194,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117525,PER,South America,Peru,2021-05-23,1925289.0,4438.0,5176.714,180605.0,446.0,487.0,57713.512,133.036,155.18,5413.914,13.37,14.599,0.96,,,,,,,,,,12482876.0,374.193,,55865.0,1.675,0.093,10.8,tests performed,3460103.0,2373832.0,1086254.0,17.0,88227.0,97023.0,10.37,7.12,3.26,0.0,2908.0,67897.0,0.204,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,194590.3,110.8,148.18,5833.144856
117526,PER,South America,Peru,2021-05-24,1925289.0,0.0,5176.714,180818.0,213.0,438.143,57713.512,0.0,155.18,5420.299,6.385,13.134,0.96,,,,,,,,,,12506500.0,374.902,,55367.0,1.66,0.087,11.5,tests performed,3581999.0,2443435.0,1138546.0,18.0,121896.0,105942.0,10.74,7.32,3.41,0.0,3176.0,70534.0,0.211,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117527,PER,South America,Peru,2021-05-25,1932255.0,6966.0,5560.143,181661.0,843.0,531.0,57922.329,208.817,166.674,5445.569,25.27,15.918,0.96,,,,,,,,,,12554299.0,376.335,,54467.0,1.633,0.09,11.1,tests performed,3683460.0,2521241.0,1162201.0,18.0,101461.0,110515.0,11.04,7.56,3.48,0.0,3313.0,73142.0,0.219,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117528,PER,South America,Peru,2021-05-26,1937245.0,4990.0,4804.286,181836.0,175.0,445.714,58071.912,149.583,144.016,5450.815,5.246,13.361,0.95,,,,,,,,,,12614761.0,378.147,,53443.0,1.602,0.09,11.1,tests performed,3779486.0,2604482.0,1174985.0,19.0,96026.0,112700.0,11.33,7.81,3.52,0.0,3378.0,76410.0,0.229,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117529,PER,South America,Peru,2021-05-27,1942054.0,4809.0,5491.286,182300.0,464.0,473.714,58216.069,144.157,164.61,5464.724,13.909,14.2,0.95,,,,,,,,,,12675765.0,379.976,,52736.0,1.581,0.086,11.6,tests performed,3896934.0,2694857.0,1202058.0,19.0,117448.0,117085.0,11.68,8.08,3.6,0.0,3510.0,79274.0,0.238,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117530,PER,South America,Peru,2021-05-28,1942054.0,0.0,4527.714,182556.0,256.0,447.0,58216.069,0.0,135.725,5472.398,7.674,13.4,0.95,,,,,,,,,,12733231.0,381.698,,51775.0,1.552,0.088,11.4,tests performed,4049457.0,2819544.0,1229893.0,20.0,152523.0,115613.0,12.14,8.45,3.69,0.0,3466.0,81495.0,0.244,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117531,PER,South America,Peru,2021-05-29,1947555.0,5501.0,3814.857,182982.0,426.0,403.286,58380.97,164.901,114.356,5485.168,12.77,12.089,0.95,,,,,,,,,,12790076.0,383.402,,51108.0,1.532,0.086,11.6,tests performed,4180900.0,2894845.0,1286035.0,20.0,131443.0,115575.0,12.53,8.68,3.86,0.0,3465.0,80907.0,0.243,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117532,PER,South America,Peru,2021-05-30,1947555.0,0.0,3180.857,183391.0,409.0,398.0,58380.97,0.0,95.351,5497.429,12.26,11.931,0.95,,,,,,,,,,12839497.0,384.884,,50946.0,1.527,0.085,11.8,tests performed,4246344.0,2928725.0,1317599.0,20.0,65444.0,112320.0,12.73,8.78,3.95,0.0,3367.0,79270.0,0.238,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,197729.9,111.01,126.02,5927.259216
117533,PER,South America,Peru,2021-05-31,1955469.0,7914.0,4311.429,183783.0,392.0,423.571,58618.204,237.234,129.242,5509.179,11.751,12.697,0.96,,,,,,,,,,,,,52739.0,1.581,,,tests performed,4358705.0,2997709.0,1360976.0,20.0,112361.0,110958.0,13.07,8.99,4.08,0.0,3326.0,79182.0,0.237,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117534,PER,South America,Peru,2021-06-01,1955469.0,0.0,3316.286,184021.0,238.0,337.143,58618.204,0.0,99.411,5516.314,7.134,10.106,0.96,,,,,,,,,,12911851.0,387.053,,51079.0,1.531,0.0,,tests performed,4472505.0,3073488.0,1398996.0,21.0,113800.0,112721.0,13.41,9.21,4.19,0.0,3379.0,78892.0,0.236,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117535,PER,South America,Peru,2021-06-02,1965432.0,9963.0,4026.714,184942.0,921.0,443.714,58916.861,298.656,120.707,5543.922,27.608,13.301,0.96,,,,,,,,,,12969305.0,388.775,,50649.0,1.518,0.0,,tests performed,4587257.0,3151825.0,1435410.0,22.0,114752.0,115396.0,13.75,9.45,4.3,0.0,3459.0,78192.0,0.234,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117536,PER,South America,Peru,2021-06-03,1965432.0,0.0,3339.714,184942.0,0.0,377.429,58916.861,0.0,100.113,5543.922,0.0,11.314,0.96,,,,,,,,,,13025140.0,390.449,,49911.0,1.496,0.0,,tests performed,4652919.0,3190598.0,1462299.0,22.0,65662.0,107998.0,13.95,9.56,4.38,0.0,3237.0,70820.0,0.212,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117537,PER,South America,Peru,2021-06-04,1976166.0,10734.0,4873.143,185813.0,871.0,465.286,59238.629,321.768,146.08,5570.032,26.11,13.948,0.96,,,,,,,,,,13076134.0,391.977,,48986.0,1.468,0.0,,tests performed,4690661.0,3206765.0,1483874.0,22.0,37742.0,91601.0,14.06,9.61,4.45,0.0,2746.0,55317.0,0.166,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117538,PER,South America,Peru,2021-06-05,1980391.0,4225.0,4690.857,186073.0,260.0,441.571,59365.28,126.651,140.616,5577.826,7.794,13.237,0.95,,,,,,,,,,13132238.0,393.659,,48880.0,1.465,0.0,,tests performed,4711938.0,3214330.0,1497586.0,22.0,21277.0,75863.0,14.12,9.64,4.49,0.0,2274.0,45641.0,0.137,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117539,PER,South America,Peru,2021-06-06,1980391.0,0.0,4690.857,186073.0,0.0,383.143,59365.28,0.0,140.616,5577.826,0.0,11.485,0.95,,,,,,,,,,13173460.0,394.895,,47709.0,1.43,0.0,,tests performed,4714098.0,3216186.0,1497890.0,22.0,2160.0,66822.0,14.13,9.64,4.49,0.0,2003.0,41066.0,0.123,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,200511.5,111.01,110.94,6010.641973
117540,PER,South America,Peru,2021-06-07,1983570.0,3179.0,4014.429,186511.0,438.0,389.714,59460.575,95.295,120.339,5590.955,13.13,11.682,0.95,,,,,,,,,,13188675.0,395.351,,44714.0,1.34,0.0,,tests performed,4745573.0,3224163.0,1521388.0,22.0,31475.0,55267.0,14.23,9.66,4.56,0.0,1657.0,32351.0,0.097,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117541,PER,South America,Peru,2021-06-08,1984999.0,1429.0,4218.571,186757.0,246.0,390.857,59503.412,42.836,126.458,5598.33,7.374,11.717,0.95,,,,,,,,,,13230098.0,396.593,,45464.0,1.363,0.084,11.9,tests performed,4963862.0,3325697.0,1638141.0,24.0,218289.0,70194.0,14.88,9.97,4.91,0.0,2104.0,36030.0,0.108,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
117542,PER,South America,Peru,2021-06-09,1987933.0,2934.0,3214.429,187157.0,400.0,316.429,59591.363,87.951,96.357,5610.32,11.991,9.485,0.95,,,,,,,,,,13274284.0,397.917,,43568.0,1.306,0.085,11.8,tests performed,5171300.0,3440824.0,1730450.0,26.0,207438.0,83435.0,15.5,10.31,5.19,0.0,2501.0,41286.0,0.124,75.93,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
